"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"431";80;NA;107762;9;5;NA;4;1;1;0;0;24;1;1
"432";17;NA;202521;7;3;NA;2;1;1;0;0;40;1;1
"433";40;2;204116;13;6;6;4;1;0;2174;0;40;1;1
"434";30;1;29662;12;1;3;1;1;0;0;0;25;1;2
"435";27;1;116358;10;3;2;2;2;1;0;1980;40;16;1
"436";33;1;208405;14;1;6;3;1;1;0;0;50;1;2
"437";34;5;284843;9;3;10;4;5;1;594;0;60;1;1
"438";34;5;117018;10;3;13;4;1;0;0;0;40;1;1
"439";23;1;81281;10;1;9;3;1;1;0;0;40;1;1
"440";42;5;340148;10;1;9;1;1;0;0;0;40;1;1
"441";29;1;363425;13;3;6;4;1;1;0;0;40;1;1
"442";45;1;45857;9;2;9;4;1;0;0;0;28;1;1
"443";24;4;191073;9;3;14;2;1;1;0;0;40;1;1
"444";44;1;116632;10;1;6;3;1;1;0;0;40;1;2
"445";27;1;405855;5;3;2;5;1;1;0;0;40;21;1
"446";20;1;298227;10;3;4;4;1;1;0;0;35;1;1
"447";44;1;290521;9;5;5;6;5;0;0;0;40;1;1
"448";51;1;56915;9;1;2;3;3;1;0;0;40;1;1
"449";20;1;146538;9;1;8;3;1;1;0;0;40;1;1
"450";17;NA;258872;7;3;NA;2;1;0;0;0;5;1;1
"451";19;1;206399;9;3;8;2;5;0;0;0;40;1;1
"452";45;3;197332;10;1;2;3;1;1;0;0;55;1;2
"453";60;1;245062;9;1;2;3;1;1;0;0;40;1;2
"454";42;1;197583;12;1;5;3;5;1;0;0;40;NA;2
"455";44;2;234885;9;1;4;1;1;0;0;0;40;1;2
"456";40;1;72887;11;1;8;3;2;1;0;0;40;1;2
"457";30;1;180374;9;1;5;1;1;0;0;0;40;1;1
"458";38;1;351299;10;1;11;3;5;1;0;0;50;1;1
"459";23;1;54012;9;1;11;3;1;1;0;0;60;1;1
"460";32;NA;115745;10;1;NA;3;1;1;0;0;40;1;1
"461";44;1;116632;12;3;10;2;1;1;0;0;40;1;1
"462";54;5;288825;9;1;11;3;5;1;0;0;40;1;1
"463";32;1;132601;13;1;6;3;1;1;0;0;50;1;1
"464";50;1;193374;2;6;2;6;1;1;0;0;40;1;1
"465";24;1;170070;13;3;1;4;1;0;0;0;20;1;1
"466";37;1;126708;9;1;9;1;1;0;0;0;60;1;1
"467";52;1;35598;9;2;11;6;1;1;0;0;40;1;1
"468";38;1;33983;10;1;11;3;1;1;0;0;40;1;1
"469";49;1;192776;14;1;5;3;1;1;0;1977;45;1;2
"470";30;1;118551;13;1;1;1;1;0;0;0;16;1;2
"471";60;1;201965;10;3;6;6;1;1;0;0;40;1;2
"472";22;NA;139883;10;3;NA;2;1;1;0;0;40;1;1
"473";35;1;285020;9;3;2;4;1;1;0;0;40;1;1
"474";30;1;303990;9;3;11;4;1;1;0;0;60;1;1
"475";67;1;49401;11;2;3;4;1;0;0;0;24;1;1
"476";46;1;279196;13;3;2;4;1;0;0;0;40;1;1
"477";17;1;211870;5;3;3;4;1;1;0;0;6;1;1
"478";22;1;281432;10;3;7;2;1;1;0;0;30;1;1
"479";27;1;161155;6;3;3;4;1;1;0;0;40;1;1
"480";23;1;197904;9;3;3;6;1;0;0;0;35;1;1
"481";33;1;111746;12;1;2;3;1;1;0;0;45;22;1
"482";43;2;170721;10;1;2;3;1;1;0;0;20;1;1
"483";28;6;70100;13;3;6;4;1;1;0;0;20;1;1
"484";41;1;193626;9;6;2;6;1;0;0;0;40;1;1
"485";52;NA;271749;8;3;NA;5;5;1;594;0;40;1;1
"486";25;1;189775;10;6;9;2;5;0;0;0;20;1;1
"487";63;NA;401531;2;1;NA;3;1;1;0;0;35;1;1
"488";59;5;286967;9;1;11;3;1;1;0;0;45;1;1
"489";45;5;164427;13;2;6;6;1;0;0;0;40;1;1
"490";38;1;91039;13;1;4;3;1;1;15024;0;60;1;2
"491";40;1;347934;9;3;3;4;1;0;0;0;35;1;1
"492";46;4;371373;9;2;9;4;1;1;0;0;40;1;1
"493";35;1;32220;12;3;5;4;1;0;0;0;60;1;1
"494";34;1;187251;9;2;6;6;1;0;0;0;25;1;1
"495";33;1;178107;13;3;2;2;1;1;0;0;20;1;1
"496";41;1;343121;9;2;9;6;1;0;0;0;36;1;1
"497";20;1;262749;10;3;8;2;1;1;0;0;40;1;1
"498";23;1;403107;3;3;3;2;1;1;0;0;40;37;1
"499";26;1;64293;10;3;6;4;1;0;0;0;35;1;1
"500";72;NA;303588;9;1;NA;3;1;1;0;0;20;1;1
"501";23;5;324960;9;3;10;4;1;1;0;0;40;18;1
"502";62;5;114060;9;1;11;3;1;1;0;0;40;1;1
"503";52;1;48925;10;1;9;3;1;1;0;0;40;1;1
"504";58;1;180980;10;2;3;6;1;0;0;0;42;24;1
"505";25;1;181054;13;3;4;4;1;0;0;0;40;1;1
"506";24;1;388093;13;3;5;4;5;1;0;0;40;1;1
"507";19;1;249609;10;3;13;2;1;1;0;0;8;1;1
"508";43;1;112131;10;1;5;3;1;1;0;0;40;1;1
"509";47;5;543162;9;4;9;6;5;0;0;0;40;1;1
"510";39;1;91996;9;2;3;6;1;0;0;0;40;1;1
"511";49;1;141944;11;6;7;6;1;1;0;1380;42;1;1
"512";53;NA;251804;3;5;NA;6;5;0;0;0;30;1;1
"513";32;1;37070;11;3;2;4;1;1;0;0;45;1;1
"514";34;1;337587;10;1;6;3;1;1;0;0;50;1;2
"515";28;1;189346;9;2;2;4;1;1;0;0;45;1;1
"516";57;NA;222216;11;5;NA;6;1;0;0;0;38;1;1
"517";25;1;267044;10;3;9;4;3;0;0;0;20;1;1
"518";20;NA;214635;10;3;NA;2;1;1;0;0;24;1;1
"519";21;NA;204226;10;3;NA;6;1;0;0;0;35;1;1
"520";34;1;108116;13;1;6;3;1;1;0;0;50;1;2
"521";38;3;99146;13;1;5;3;1;1;15024;0;80;1;2
"522";50;1;196232;9;1;5;3;1;1;7688;0;50;1;2
"523";24;5;248344;10;2;7;4;5;1;0;0;50;1;1
"524";37;5;186035;10;1;1;3;1;1;0;0;45;1;2
"525";44;1;177905;10;2;8;6;1;1;0;0;58;1;2
"526";28;1;85812;10;1;4;1;1;0;0;0;40;1;1
"527";42;1;221172;13;1;5;3;1;1;0;0;40;1;2
"528";74;1;99183;10;2;9;4;1;0;0;0;9;1;1
"529";38;2;190387;9;1;2;3;1;1;0;0;50;1;1
"530";44;2;202692;14;1;6;3;1;1;0;0;40;1;1
"531";44;1;109339;7;2;8;6;4;0;0;0;46;4;1
"532";26;1;108658;9;3;8;4;1;1;0;0;40;1;1
"533";36;1;197202;9;1;3;3;5;1;0;0;40;1;1
"534";41;1;101739;12;1;5;1;1;0;0;0;50;1;2
"535";67;1;231559;15;1;6;3;1;1;20051;0;48;1;2
"536";39;5;207853;8;1;1;3;1;1;0;0;50;1;1
"537";57;1;190942;2;5;12;4;5;0;0;0;30;1;1
"538";29;1;102345;11;4;2;4;1;1;0;0;40;1;1
"539";31;3;41493;13;3;10;4;1;0;0;0;45;1;1
"540";34;NA;190027;9;3;NA;6;5;0;0;0;40;1;1
"541";44;1;210525;10;1;11;3;1;1;0;0;40;1;1
"542";29;1;133937;16;3;6;2;1;1;0;0;40;1;1
"543";30;1;237903;10;3;7;6;1;0;0;0;40;1;1
"544";27;1;163862;9;3;11;4;1;1;0;0;40;1;1
"545";27;1;201872;10;1;4;3;1;1;0;0;50;1;1
"546";32;1;84179;9;3;7;4;1;0;0;0;45;1;1
"547";58;1;51662;6;1;3;1;1;0;0;0;8;1;1
"548";35;5;233327;10;1;13;3;1;1;0;0;40;1;1
"549";21;1;259510;9;3;7;2;1;1;0;0;36;1;1
"550";28;1;184831;10;3;2;6;1;1;0;0;40;1;1
"551";46;2;245724;10;2;5;4;1;1;0;0;50;1;1
"552";36;2;27053;9;4;3;6;1;0;0;0;40;1;1
"553";72;1;205343;7;5;9;6;1;0;0;0;40;1;1
"554";35;1;229328;9;1;8;1;5;0;0;0;40;1;1
"555";33;4;319560;11;2;2;6;5;0;0;0;40;1;2
"556";69;1;136218;7;3;8;4;1;0;0;0;40;1;1
"557";35;1;54576;9;1;8;3;1;1;0;0;40;1;1
"558";31;1;323069;9;4;9;6;1;0;0;0;20;NA;1
"559";34;1;148291;9;1;1;1;1;0;0;0;32;1;1
"560";30;1;152453;7;1;3;3;1;1;0;0;40;21;1
"561";28;1;114053;13;3;11;4;1;1;0;0;55;1;1
"562";54;1;212960;13;1;4;3;1;1;0;0;35;1;2
"563";47;1;264052;10;1;6;3;1;1;0;0;50;1;2
"564";24;1;82804;9;3;7;6;5;0;0;0;40;1;1
"565";52;2;334273;13;1;6;3;1;1;0;0;60;1;2
"566";20;1;27337;9;3;7;2;3;1;0;0;48;1;1
"567";43;3;188436;14;1;5;3;1;1;5013;0;45;1;1
"568";45;1;433665;4;4;3;6;1;0;0;0;40;21;1
"569";29;2;110663;9;4;2;4;1;1;0;0;35;1;1
"570";47;1;87490;14;2;5;6;1;1;0;0;42;1;1
"571";24;1;354351;9;3;2;2;1;1;0;0;40;1;1
"572";51;1;95469;9;1;6;3;1;1;0;0;40;1;1
"573";17;1;242718;7;3;4;2;1;1;0;0;12;1;1
"574";37;1;22463;11;1;2;3;1;1;0;1977;40;1;2
"575";27;1;158156;16;3;6;4;1;0;0;0;70;1;1
"576";29;1;350162;13;1;5;1;1;1;0;0;40;1;2
"577";18;NA;165532;8;3;NA;2;1;1;0;0;25;1;1
"578";36;2;28738;12;2;4;6;1;0;0;0;35;1;1
"579";58;5;283635;13;3;6;4;1;0;0;0;40;1;1
"580";26;2;86646;10;1;2;3;1;1;0;0;45;1;1
"581";65;NA;195733;10;1;NA;3;1;1;0;0;30;1;2
"582";57;1;69884;9;1;4;3;1;1;0;0;40;1;2
"583";59;1;199713;9;1;2;3;1;1;0;0;40;1;1
"584";27;1;181659;9;1;8;3;1;1;0;0;40;1;1
"585";31;2;340939;13;3;1;4;1;1;0;0;40;1;1
"586";21;1;197747;10;3;4;2;1;0;0;0;24;1;1
"587";29;1;34292;10;3;9;4;1;1;0;0;60;1;1
"588";18;1;156764;7;3;3;2;1;1;0;0;40;1;1
"589";52;1;25826;6;1;2;3;1;1;0;1887;47;1;2
"590";57;3;103948;13;2;6;4;1;1;0;0;80;1;1
"591";42;NA;137390;9;1;NA;3;1;1;0;0;40;1;1
"592";55;NA;105138;9;1;NA;1;2;0;0;0;40;1;1
"593";60;1;39352;4;3;11;4;1;1;0;0;48;1;2
"594";31;1;168387;13;1;6;3;1;1;7688;0;40;5;2
"595";23;1;117789;13;3;9;2;1;0;0;0;40;1;1
"596";27;1;267147;9;3;4;2;1;1;0;0;40;1;1
"597";23;NA;99399;10;3;NA;6;3;0;0;0;25;1;1
"598";42;2;214242;15;1;6;3;1;1;0;1902;50;1;2
"599";25;1;200408;10;3;1;4;1;1;2174;0;40;1;1
"600";49;1;136455;13;3;6;4;1;0;0;0;45;1;1
"601";32;1;239824;13;3;1;4;1;1;0;0;40;1;1
"602";19;1;217039;10;3;9;2;1;1;0;0;28;1;1
"603";60;1;51290;4;2;3;4;1;0;0;0;40;1;1
"604";42;5;175674;5;1;3;3;1;1;0;0;40;1;1
"605";35;2;194404;12;3;10;4;1;1;0;0;40;1;1
"606";48;1;45612;9;3;9;6;5;0;0;0;37;1;1
"607";51;1;410114;14;1;2;3;1;1;0;0;40;1;2
"608";29;1;182521;9;3;2;4;3;1;0;0;40;1;1
"609";36;5;339772;9;4;5;4;5;1;0;0;40;1;1
"610";17;1;169658;6;3;3;2;1;0;0;0;21;1;1
"611";52;1;200853;14;2;6;4;1;0;6849;0;60;1;1
"612";24;1;247564;9;3;2;4;1;1;0;0;40;1;1
"613";24;1;249909;9;1;7;3;1;1;0;0;50;1;1
"614";26;5;208122;13;3;6;2;1;1;1055;0;40;1;1
"615";27;1;109881;13;3;3;2;1;0;0;0;20;1;1
"616";39;1;207824;9;3;7;2;1;1;0;0;60;1;1
"617";30;1;369027;9;1;11;3;5;1;0;0;45;1;1
"618";50;2;114117;9;1;5;3;1;1;0;0;32;1;1
"619";52;3;51048;13;1;4;3;1;1;0;0;55;1;1
"620";46;1;102388;15;1;6;3;1;1;15024;0;45;1;2
"621";23;1;190483;13;3;4;2;1;0;0;0;20;1;1
"622";45;1;462440;7;5;3;4;5;0;0;0;20;1;1
"623";65;1;109351;5;5;12;6;5;0;0;0;24;1;1
"624";29;1;34383;11;1;11;3;1;1;0;0;55;1;1
"625";47;1;241832;5;6;7;6;1;1;0;0;40;37;1
"626";30;1;124187;9;3;10;2;5;1;0;0;60;1;1
"627";34;1;153614;9;1;4;3;1;1;0;0;45;1;2
"628";38;2;267556;9;1;4;3;1;1;0;0;64;1;1
"629";33;1;205469;10;1;5;3;1;1;0;0;40;1;2
"630";49;1;268090;13;1;4;3;1;1;0;0;26;1;2
"631";47;2;165039;10;3;3;6;5;0;0;0;40;1;1
"632";49;5;120451;6;4;3;6;5;0;0;0;40;1;1
"633";43;1;154374;10;1;2;3;1;1;15024;0;60;1;2
"634";30;1;103649;13;1;9;1;5;0;0;0;40;1;2
"635";58;2;35723;9;1;2;3;1;1;0;0;60;1;1
"636";19;1;262601;9;3;3;2;1;0;0;0;14;1;1
"637";21;1;226181;13;3;7;4;1;1;0;0;40;1;1
"638";33;1;175697;13;1;5;3;1;1;15024;0;60;1;2
"639";47;3;248145;3;1;11;3;1;1;0;0;50;13;1
"640";52;2;289436;16;1;6;3;1;1;0;0;60;1;2
"641";26;1;75654;9;2;2;4;1;1;0;0;55;1;1
"642";60;1;199378;9;1;2;3;1;1;0;0;40;1;1
"643";21;1;160968;10;3;7;2;1;1;0;0;40;1;1
"644";36;1;188563;10;1;4;3;1;1;5178;0;50;1;2
"645";31;1;55849;10;1;2;3;1;1;0;0;45;1;1
"646";50;3;195322;16;4;6;4;1;1;0;0;40;1;2
"647";31;5;402089;9;2;9;6;1;0;0;0;40;1;1
"648";71;1;78277;9;1;2;3;1;1;0;0;15;1;1
"649";58;NA;158611;9;1;NA;3;1;1;0;0;50;1;1
"650";30;6;169496;13;1;1;3;1;1;0;0;40;1;2
"651";20;1;130959;10;3;3;2;1;1;0;0;20;1;1
"652";24;1;556660;9;3;5;5;1;1;4101;0;50;1;1
"653";35;1;292472;16;1;6;3;2;1;0;0;40;28;2
"654";38;6;143774;10;4;5;4;1;0;0;0;45;1;1
"655";27;1;288341;9;3;8;2;1;0;0;0;32;1;1
"656";29;6;71592;10;3;9;6;2;0;0;0;40;16;1
"657";70;NA;167358;5;5;NA;6;1;0;1111;0;15;1;1
"658";34;1;106742;9;1;2;3;1;1;0;0;45;1;1
"659";44;1;219288;4;1;2;3;1;1;0;0;35;1;1
"660";43;1;174524;9;1;8;3;1;1;0;0;40;1;2
"661";44;2;335183;8;1;7;3;5;1;0;0;40;1;2
"662";35;1;261293;14;3;4;4;1;1;0;0;60;1;1
"663";27;1;111900;10;3;6;4;1;1;0;0;40;1;1
"664";43;5;194360;14;3;6;4;1;1;0;0;38;1;1
"665";20;1;81145;10;3;4;4;1;0;0;0;25;1;1
"666";42;1;341204;12;2;6;6;1;0;8614;0;40;1;2
"667";27;6;249362;10;1;11;3;1;1;3411;0;40;1;1
"668";42;1;247019;9;1;2;3;5;1;0;0;40;1;2
"669";20;NA;114746;7;6;NA;2;2;0;0;1762;40;11;1
"670";24;1;172146;5;3;8;4;1;1;0;1721;40;1;1
"671";48;4;110457;10;2;5;4;1;1;0;0;40;1;1
"672";17;NA;80077;7;3;NA;2;1;0;0;0;20;1;1
"673";17;2;368700;7;3;10;2;1;1;0;0;10;1;1
"674";33;1;182556;13;1;5;3;1;1;0;0;40;1;2
"675";50;3;219420;9;1;4;3;1;1;0;0;50;1;2
"676";22;1;240817;9;3;4;2;1;0;2597;0;40;1;1
"677";17;1;102726;8;3;3;2;1;1;0;0;16;1;1
"678";32;1;226267;10;1;9;3;1;1;0;0;40;21;1
"679";31;1;125457;9;3;2;4;1;1;0;0;45;1;1
"680";58;2;204021;9;5;5;4;1;1;0;0;50;1;1
"681";29;5;92262;9;3;13;2;1;1;0;0;48;1;1
"682";37;1;161141;11;1;2;3;1;1;0;0;40;22;2
"683";34;2;190290;9;1;2;3;1;1;0;0;40;1;2
"684";23;5;430828;10;4;5;6;5;1;0;0;40;1;1
"685";18;6;59342;7;3;9;2;1;0;0;0;5;1;1
"686";34;1;136721;9;2;5;4;1;0;0;0;40;1;1
"687";66;NA;149422;4;3;NA;4;1;1;0;0;4;1;1
"688";45;5;86644;13;1;6;1;1;0;0;0;55;1;1
"689";41;1;195124;14;3;5;4;1;1;0;0;35;25;1
"690";26;1;167350;9;3;3;5;1;1;0;0;30;1;1
"691";54;5;113000;10;1;10;3;1;1;0;0;40;1;1
"692";24;1;140027;10;3;8;2;5;0;0;0;45;1;1
"693";42;1;262425;10;1;6;3;1;1;0;0;50;1;1
"694";20;1;316702;10;3;6;2;1;1;0;0;20;1;1
"695";23;6;335453;13;3;1;4;1;0;0;0;20;1;1
"696";25;NA;202480;12;3;NA;5;1;1;0;0;45;1;1
"697";35;1;203628;14;3;6;4;1;1;0;0;60;1;2
"698";31;1;118710;14;1;1;3;1;1;0;1902;40;1;2
"699";30;1;189620;13;3;6;2;1;0;0;0;40;18;1
"700";19;1;475028;9;3;4;2;1;0;0;0;20;1;1
"701";36;5;110866;13;3;6;4;1;1;0;0;50;1;1
"702";31;1;243605;13;5;4;6;1;0;0;1380;40;13;1
"703";21;1;163870;10;3;7;2;1;1;0;0;30;1;1
"704";31;2;80145;10;1;2;3;1;1;0;0;40;1;1
"705";46;1;295566;16;2;6;6;1;0;25236;0;65;1;2
"706";44;1;63042;13;2;5;2;1;0;0;0;50;1;2
"707";40;1;229148;8;1;3;3;5;1;0;0;40;19;1
"708";45;1;242552;10;3;4;4;5;1;0;0;40;1;1
"709";60;1;177665;9;1;2;3;1;1;0;0;35;1;1
"710";18;1;208103;7;3;3;5;1;1;0;0;25;1;1
"711";28;1;296450;13;1;6;3;1;1;0;0;40;1;1
"712";36;1;70282;10;2;9;6;5;0;0;0;40;1;1
"713";36;1;271767;13;4;6;4;1;1;0;0;40;NA;1
"714";40;1;144995;11;1;1;3;1;1;4386;0;40;1;1
"715";36;5;382635;13;2;9;6;1;0;0;0;35;15;1
"716";31;1;295697;9;4;3;6;5;0;0;0;40;1;1
"717";33;1;194141;9;1;8;3;1;1;0;0;40;1;1
"718";19;6;378418;9;3;1;2;1;0;0;0;40;1;1
"719";22;1;214399;10;3;4;2;1;0;0;0;15;1;1
"720";34;1;217460;13;1;5;3;1;1;0;0;45;1;2
"721";33;1;182556;9;3;3;4;1;1;0;0;40;1;1
"722";41;1;125831;9;1;2;3;1;1;0;2051;60;1;1
"723";29;1;271328;13;3;6;4;1;1;4650;0;40;1;1
"724";50;5;50459;9;1;5;3;1;1;0;0;42;1;2
"725";42;1;162140;13;1;5;3;1;1;7298;0;45;1;2
"726";43;1;177937;13;3;6;4;1;1;0;0;40;NA;2
"727";44;1;111502;9;1;4;1;1;0;0;0;40;1;1
"728";20;1;299047;10;3;3;4;1;0;0;0;20;1;1
"729";31;1;223212;9;1;3;3;1;1;0;0;40;21;1
"730";65;2;118474;7;1;5;3;1;1;9386;0;59;NA;2
"731";23;1;352139;10;3;3;4;1;0;0;0;24;1;1
"732";55;1;173093;10;2;9;4;2;0;0;0;40;1;1
"733";26;1;181655;11;1;9;3;1;1;0;2377;45;1;1
"734";25;1;332702;11;3;3;2;1;0;0;0;15;1;1
"735";45;NA;51164;10;1;NA;1;5;0;0;0;40;1;1
"736";35;1;234901;10;1;2;3;1;1;2407;0;40;1;1
"737";36;1;131414;10;3;4;4;5;0;0;0;36;1;1
"738";43;6;260960;13;1;6;3;1;1;0;0;50;1;1
"739";56;1;156052;9;5;3;6;5;0;594;0;20;1;1
"740";42;1;279914;13;1;1;3;1;1;0;0;40;1;2
"741";19;1;192453;10;3;3;5;1;0;0;0;25;1;1
"742";55;2;200939;9;1;11;3;1;1;0;0;72;1;1
"743";42;1;151408;14;3;5;4;1;0;14084;0;50;1;2
"744";26;1;112847;11;3;1;2;1;1;0;0;40;1;1
"745";17;1;316929;8;3;7;2;1;1;0;0;20;1;1
"746";42;5;126319;13;1;6;1;1;0;0;0;40;1;2
"747";55;1;197422;9;1;11;3;1;1;7688;0;40;1;2
"748";32;1;267736;10;3;9;2;5;0;0;0;40;1;1
"749";29;1;267034;7;3;2;2;5;1;0;0;40;29;1
"750";46;6;193047;13;1;6;3;1;1;0;0;37;1;1
"751";29;6;356089;13;1;5;3;1;1;7688;0;40;1;2
"752";22;1;223515;13;3;6;6;1;1;0;0;20;1;1
"753";58;2;87510;6;1;2;3;1;1;0;0;40;1;1
"754";23;1;145111;9;3;11;6;1;1;0;0;50;1;1
"755";39;1;48093;9;3;7;4;1;1;0;0;40;1;1
"756";27;1;31757;11;3;2;2;1;1;0;0;38;1;1
"757";54;1;285854;9;1;11;3;1;1;0;0;40;1;2
"758";33;5;120064;13;3;6;4;1;0;0;0;45;1;1
"759";46;4;167381;9;1;9;1;1;0;0;0;40;1;2
"760";37;1;103408;9;3;10;4;5;1;0;0;40;1;1
"761";36;1;101460;9;3;3;4;1;0;0;0;18;1;1
"762";59;5;420537;9;1;9;1;1;0;0;0;38;1;2
"763";34;5;119411;9;2;13;6;1;1;0;0;40;22;1
"764";53;3;128272;16;1;5;3;1;1;0;0;70;1;2
"765";51;1;386773;13;3;4;4;1;1;0;0;55;1;2
"766";32;1;283268;6;4;3;6;1;0;0;0;42;1;1
"767";31;6;301526;10;6;3;5;1;1;0;0;40;1;1
"768";22;1;151790;10;1;4;1;1;0;0;0;30;6;1
"769";47;2;106252;13;2;4;4;1;0;0;0;50;1;1
"770";32;1;188557;9;3;8;4;1;1;0;0;40;1;1
"771";26;1;171114;10;3;10;4;1;0;0;0;38;1;1
"772";37;1;327323;3;4;10;4;1;1;0;0;32;32;1
"773";31;1;244147;9;2;2;6;1;1;0;0;55;1;1
"774";37;1;280282;11;1;1;1;1;0;0;0;24;1;2
"775";55;1;116442;9;3;4;4;1;1;0;0;38;1;1
"776";23;5;282579;11;2;1;4;1;1;0;0;56;1;1
"777";36;1;51838;10;2;9;6;1;0;0;0;40;1;1
"778";34;1;73585;14;1;6;3;1;1;0;0;40;NA;1
"779";43;1;226902;13;1;4;3;1;1;0;0;50;1;2
"780";54;1;279129;10;3;1;4;1;1;0;0;40;1;1
"781";43;6;146908;10;1;2;3;1;1;0;0;40;NA;1
"782";28;1;196690;11;3;8;4;1;0;0;1669;42;1;1
"783";40;1;130760;11;1;5;3;1;1;0;0;50;1;2
"784";41;2;49572;10;1;5;3;1;1;0;0;60;1;1
"785";40;1;237601;13;3;4;4;4;0;0;0;55;1;2
"786";42;1;169628;10;2;9;4;5;0;0;0;38;1;1
"787";61;2;36671;9;1;10;3;1;1;0;2352;50;1;1
"788";18;1;231193;8;3;8;2;1;1;0;0;30;1;1
"789";59;NA;192130;9;1;NA;3;1;1;0;0;16;1;1
"790";21;NA;149704;9;3;NA;4;1;0;1055;0;40;1;1
"791";48;1;102102;11;1;1;3;1;1;0;0;50;1;2
"792";41;3;32185;13;1;1;3;1;1;0;0;40;1;1
"793";18;NA;196061;10;3;NA;2;1;1;0;0;33;1;1
"794";23;1;211046;9;3;4;4;1;0;2463;0;40;1;1
"795";60;1;31577;9;1;11;3;1;1;0;0;60;1;2
"796";22;1;162343;10;3;3;5;5;1;0;0;20;1;1
"797";61;1;128831;9;1;8;3;1;1;0;0;40;1;1
"798";25;1;316688;9;3;8;4;5;1;0;0;40;1;1
"799";46;1;90758;14;3;1;4;1;1;0;0;35;1;2
"800";43;1;274363;13;1;5;3;1;1;0;1902;40;3;2
"801";43;1;154538;12;2;2;4;1;1;0;0;40;1;1
"802";24;1;106085;9;3;3;2;5;1;0;1721;30;1;1
"803";68;2;315859;7;3;10;6;1;1;0;0;20;1;1
"804";31;1;51471;9;2;9;6;1;0;0;0;38;1;1
"805";17;1;193830;7;3;4;2;1;0;0;0;20;1;1
"806";32;1;231043;9;1;2;3;1;1;5178;0;48;1;2
"807";50;NA;23780;14;6;NA;5;1;1;0;0;40;1;1
"808";33;1;169879;13;1;6;3;1;1;3103;0;47;1;2
"809";64;1;270333;13;1;6;3;1;1;0;0;40;1;2
"810";20;1;138768;9;3;11;2;1;1;0;0;30;1;1
"811";30;1;191571;9;4;3;2;1;0;0;0;36;1;1
"812";22;NA;219941;10;3;NA;2;5;1;0;0;40;1;1
"813";43;1;94113;10;2;5;4;1;1;0;0;45;1;1
"814";22;1;137510;10;3;9;2;1;1;0;0;40;1;1
"815";17;1;32607;6;3;10;2;1;1;0;0;20;1;1
"816";47;2;93208;9;1;3;1;1;0;0;0;75;17;1
"817";41;1;254440;11;3;6;4;1;0;0;0;60;1;1
"818";56;1;186556;10;1;2;3;1;1;0;0;50;1;2
"819";64;1;169871;9;1;11;3;1;1;0;0;45;1;1
"820";47;1;191277;9;1;11;3;1;1;0;0;50;1;2
"821";48;1;167159;11;3;9;6;1;1;0;0;40;1;1
"822";31;1;171871;14;3;6;4;1;0;0;0;46;1;1
"823";29;1;154411;11;3;1;2;1;1;0;0;40;1;1
"824";30;1;129227;9;5;9;4;1;0;0;0;40;1;1
"825";32;1;110331;9;1;5;3;1;1;0;1672;60;1;1
"826";57;1;34269;9;5;11;6;1;1;0;653;42;1;2
"827";62;1;174355;9;5;3;4;1;0;0;0;40;1;1
"828";39;1;680390;9;4;8;6;1;0;0;0;24;1;1
"829";43;1;233130;10;3;9;4;1;1;0;0;25;1;1
"830";24;3;165474;13;3;4;2;1;1;0;0;40;1;1
"831";42;NA;257780;7;1;NA;3;1;1;0;0;15;1;1
"832";53;1;194259;10;1;9;1;1;0;4386;0;40;1;2
"833";26;1;280093;10;3;7;2;1;1;0;0;40;1;1
"834";73;2;177387;9;1;5;3;1;1;0;0;40;1;1
"835";72;NA;28929;7;5;NA;4;1;0;0;0;24;1;1
"836";55;1;105304;9;1;8;3;1;1;0;0;40;1;1
"837";25;1;499233;9;2;9;4;1;1;0;0;40;1;1
"838";41;1;180572;13;2;6;4;1;0;0;0;50;1;2
"839";24;1;321435;13;3;5;4;1;1;0;0;50;1;1
"840";63;1;86108;9;5;10;4;1;1;0;0;6;1;1
"841";17;1;198124;7;3;4;2;1;1;0;0;20;1;1
"842";35;1;135162;10;1;2;3;1;1;0;0;50;1;1
"843";51;1;146813;10;1;6;3;1;1;0;0;40;1;2
"844";62;5;291175;13;5;6;4;1;0;0;0;48;1;1
"845";55;1;387569;9;1;2;3;1;1;4386;0;40;1;2
"846";43;1;102895;10;2;6;4;1;1;0;0;40;1;1
"847";40;5;33274;9;2;3;4;1;0;0;0;50;1;1
"848";37;1;86551;13;1;5;3;1;1;0;0;45;1;2
"849";39;1;138192;13;1;2;3;1;1;0;0;40;1;1
"850";31;1;118966;9;3;2;2;1;1;0;0;18;1;1
"851";61;1;99784;14;5;6;4;1;0;0;0;40;1;2
"852";26;1;90980;11;2;9;4;1;0;0;0;55;1;1
"853";46;2;177407;9;1;4;3;1;1;0;0;50;1;1
"854";26;1;96467;13;3;6;4;1;0;0;0;40;1;1
"855";48;6;327886;16;2;6;2;1;1;0;0;50;1;2
"856";34;1;111567;9;3;11;2;1;1;0;0;40;1;1
"857";34;5;166545;9;3;9;2;1;0;0;0;40;1;1
"858";59;1;142182;9;1;3;3;1;1;0;0;40;1;2
"859";34;1;188798;13;3;6;2;1;0;0;0;40;1;1
"860";49;1;38563;13;3;5;4;1;0;0;0;56;1;2
"861";18;1;216284;7;3;9;2;1;0;0;0;20;1;1
